distribuidora,subestacion,tension_kv,provincia,n_eventos_hist,años_distintos,trimestre_patron,concentracion_pct,avg_delta_mw,max_delta_mw,ultimo_evento,ventana_inicio,ventana_fin,estado_ventana,confianza,fechas_historicas,proyectos_ids,proyectos_estados
iDE,RETAMAR A1  45.000,45.0,MADRID,2,1,4,100.0,75.5,78.0,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,FORTUNA B1    45.000,45.0,MADRID,2,1,4,100.0,75.2,75.2,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,SAGUNTO     66.000,66.0,VALENCIA,2,1,4,100.0,73.5,126.0,2025-12-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-03|2025-12-01,,
iDE,VILLAVERDE A1  45.000,45.0,MADRID,2,1,4,100.0,73.4,73.4,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,MELANCOL,45.0,MADRID,2,1,4,100.0,70.7,70.8,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,FORTUNA A1    45.000,45.0,MADRID,2,1,4,100.0,68.1,68.1,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,PSTODOMI,45.0,MADRID,2,1,4,100.0,66.5,71.5,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,TCANTOS B1   66.000,66.0,MADRID,2,1,4,100.0,50.8,51.5,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-03|2025-11-01,,
iDE,GALAPAG A2    66.000,66.0,MADRID,2,1,4,100.0,45.3,45.3,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,ESCORIAL A1 66.000,66.0,MADRID,2,1,4,100.0,42.4,42.4,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,SMR EUST BA3,45.0,MADRID,2,1,4,100.0,39.0,39.0,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,EMBAJADO T2,45.0,MADRID,2,1,4,100.0,38.9,38.9,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,MORALZAR A2  66.000,66.0,MADRID,2,1,4,100.0,38.6,38.6,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,OLVIDO T1,45.0,MADRID,2,1,4,100.0,36.3,39.0,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,SMR EUST BA2,45.0,MADRID,2,1,4,100.0,36.3,39.0,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,PCENTRAL T3,11.0,VALENCIA,2,1,4,100.0,35.0,35.0,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,DEPORTIV T2,20.0,MADRID,2,1,4,100.0,34.9,34.9,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,DEPORTIV T1,20.0,MADRID,2,1,4,100.0,34.8,34.8,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,BENIFERRI T2,20.0,VALENCIA,2,1,4,100.0,34.7,34.7,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,INGENIO T4,20.0,CASTELLÓN,2,1,4,100.0,34.5,34.5,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,PALMERAL T3,20.0,ALICANTE,2,1,4,100.0,34.3,34.3,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,SANCHINA T1,20.0,MADRID,2,1,4,100.0,33.6,34.7,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,BENICULL T2,20.0,VALENCIA,2,1,4,100.0,33.2,33.2,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,BENIFERRI T1,20.0,VALENCIA,2,1,4,100.0,33.2,33.6,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,PCENTRAL T1,20.0,VALENCIA,2,1,4,100.0,33.2,35.0,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,CERCEDILL A2 66.000,66.0,MADRID,2,1,4,100.0,33.0,33.0,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,MORALZAR2   66.000,66.0,MADRID,2,1,3,100.0,32.1,40.7,2024-09-26,2026-07-01,2026-09-30,en 37d,0.56,2024-07-23|2024-09-26,,
iDE,AGUACATE T1,15.0,MADRID,2,1,4,100.0,31.9,35.0,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,PATRAIX T2,20.0,VALENCIA,2,1,4,100.0,31.8,34.9,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
REE,LA ESPLUGA,400.0,,2,1,1,100.0,31.5,34.0,2025-03-03,2027-01-01,2027-03-31,en 221d,0.56,2025-02-03|2025-03-03,,
iDE,PATRAIX T1,20.0,VALENCIA,2,1,4,100.0,31.2,34.8,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,ARGANZUE T1,15.0,MADRID,2,1,4,100.0,30.8,35.0,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,LEGANES T4,15.0,MADRID,2,1,4,100.0,30.5,30.5,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,ARGANZUE T2,15.0,MADRID,2,1,4,100.0,30.4,34.8,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,MORALZAR    66.000,66.0,MADRID,2,1,3,100.0,29.5,40.5,2024-09-26,2026-07-01,2026-09-30,en 37d,0.56,2024-07-23|2024-09-26,,
iDE,ARDOZ.N T7,20.0,MADRID,2,1,4,100.0,29.3,29.3,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,ARGANZUE T3,15.0,MADRID,2,1,4,100.0,29.3,35.0,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,VENTAS.M T2,20.0,MADRID,2,1,4,100.0,29.3,34.8,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,AQUA T2,20.0,VALENCIA,2,1,4,100.0,29.0,35.0,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,PALAFOX T2,15.0,MADRID,2,1,4,100.0,28.9,35.0,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,GANDIA T1,20.0,VALENCIA,2,1,4,100.0,28.8,30.6,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,PALAFOX T1,15.0,MADRID,2,1,4,100.0,28.6,34.9,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,PALMERAL T1,20.0,ALICANTE,2,1,4,100.0,28.4,28.4,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,PCENTRAL T2,20.0,VALENCIA,2,1,4,100.0,28.2,34.9,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,B.AIRE.M T2,45.0,MADRID,2,1,4,100.0,28.1,28.1,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,CARRASCA T2,45.0,MADRID,2,1,4,100.0,28.1,28.1,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,PRAPOZUE T1,45.0,MADRID,2,1,4,100.0,28.1,28.1,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,SMR HERRER B,45.0,MADRID,2,1,4,100.0,28.1,28.1,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,ZARZAQUE T2,45.0,MADRID,2,1,4,100.0,28.1,28.1,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,ZARZAQUE T4,45.0,MADRID,2,1,4,100.0,28.1,28.1,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,ARGUELLE T1,15.0,MADRID,2,1,4,100.0,28.0,28.0,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,ARGUELLE T3,15.0,MADRID,2,1,4,100.0,28.0,28.0,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,CABANAL T4,20.0,VALENCIA,2,1,4,100.0,28.0,28.0,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,CALPE T2,20.0,ALICANTE,2,1,4,100.0,28.0,28.0,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,OLITE T3,15.0,MADRID,2,1,4,100.0,28.0,28.0,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,PILEGANE T2,45.0,MADRID,2,1,4,100.0,28.0,28.0,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,PLAZAESP T1,15.0,MADRID,2,1,4,100.0,28.0,28.0,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,PLAZAESP T2,15.0,MADRID,2,1,4,100.0,28.0,28.0,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,S.FELIPE T3,15.0,MADRID,2,1,4,100.0,28.0,28.0,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,ARGUELLE T2,15.0,MADRID,2,1,4,100.0,27.9,27.9,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,BENIFERRI T3,20.0,VALENCIA,2,1,4,100.0,27.9,27.9,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,CALPE T1,20.0,ALICANTE,2,1,4,100.0,27.9,27.9,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,CESTUDIA T2,45.0,MADRID,2,1,4,100.0,27.9,27.9,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,CHAMARTI T1,15.0,MADRID,2,1,4,100.0,27.9,27.9,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,CHAMARTI T2,15.0,MADRID,2,1,4,100.0,27.9,27.9,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,DENIA T1,20.0,ALICANTE,2,1,4,100.0,27.9,27.9,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,OLITE T1,15.0,MADRID,2,1,4,100.0,27.9,27.9,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,OLITE T2,15.0,MADRID,2,1,4,100.0,27.9,27.9,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,PRAPOZUE T2,45.0,MADRID,2,1,4,100.0,27.9,27.9,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,S.FELIPE T2,15.0,MADRID,2,1,4,100.0,27.9,27.9,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,TORREFIE T2,20.0,VALENCIA,2,1,4,100.0,27.9,27.9,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,UNIVER.M T1,15.0,MADRID,2,1,4,100.0,27.9,27.9,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,UNIVER.M T2,15.0,MADRID,2,1,4,100.0,27.9,27.9,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,VALDRREJ T2,45.0,MADRID,2,1,4,100.0,27.9,27.9,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,JAVEA T2,20.0,ALICANTE,2,1,4,100.0,27.8,27.8,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,TORREFIE T1,20.0,VALENCIA,2,1,4,100.0,27.8,27.8,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,VERGEL T2,20.0,ALICANTE,2,1,4,100.0,27.8,27.8,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,CABANAL T2,20.0,VALENCIA,2,1,4,100.0,27.7,27.7,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,CABANAL T3,20.0,VALENCIA,2,1,4,100.0,27.6,27.6,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,CUART T4,20.0,VALENCIA,2,1,4,100.0,27.6,27.6,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,DENIA T2,20.0,ALICANTE,2,1,4,100.0,27.6,27.6,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,BOADILLA T1,20.0,MADRID,2,1,4,100.0,27.5,27.5,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,CUART T1,20.0,VALENCIA,2,1,4,100.0,27.4,27.4,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,ELIANA T8,20.0,VALENCIA,2,1,4,100.0,27.2,27.2,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,S.FELIPE T1,15.0,MADRID,2,1,4,100.0,27.1,27.1,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
REE,TELLEDO,220.0,,2,1,3,100.0,27.0,39.0,2024-08-01,2026-07-01,2026-09-30,en 37d,0.56,2024-07-01|2024-08-01,,
iDE,CUART T2,20.0,VALENCIA,2,1,4,100.0,27.0,27.0,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
Endesa,MANRESA,25.0,Barcelona,2,1,4,100.0,26.9,43.8,2025-12-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-12-01,,
iDE,CABANAL T1,20.0,VALENCIA,2,1,4,100.0,26.9,26.9,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,TORREFIE T3,20.0,VALENCIA,2,1,4,100.0,26.5,26.5,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,PQINGENI T2,15.0,MADRID,2,1,4,100.0,26.0,26.0,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,SMR HERRER A,45.0,MADRID,2,1,4,100.0,25.7,25.7,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,PILEGANE T1,45.0,MADRID,2,1,4,100.0,25.4,25.4,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,MEDINA  DEL CAMPO T1 45,45.0,VALLADOLID,2,1,4,100.0,25.0,25.0,2025-12-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-03|2025-12-01,prj_01970,informacion_publica
REE,LOMO APOLINARIO,66.0,,2,1,2,100.0,24.5,34.0,2024-06-03,2026-04-01,2026-06-30,EN_CURSO,0.56,2024-04-01|2024-06-03,,
iDE,CARRASCA T1,45.0,MADRID,2,1,4,100.0,24.4,24.4,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,ZARZAQUE T1,45.0,MADRID,2,1,4,100.0,24.4,24.4,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,ZARZAQUE T3,45.0,MADRID,2,1,4,100.0,24.4,24.4,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,CATOLEDO T2,45.0,MADRID,2,1,4,100.0,23.6,23.6,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,PIALCOR1 T1,45.0,MADRID,2,1,4,100.0,23.5,23.5,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,TERRAMIT T1,20.0,ALICANTE,2,1,4,100.0,23.5,23.5,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,VALDERA1 T1,45.0,MADRID,2,1,4,100.0,23.5,23.5,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,SERNA T1,45.0,MADRID,2,1,4,100.0,23.1,23.1,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,SERNA T2,45.0,MADRID,2,1,4,100.0,23.1,23.1,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,LA LLOMA T2,20.0,ALICANTE,2,1,4,100.0,23.0,23.0,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,OLIVA T2,20.0,VALENCIA,2,1,4,100.0,21.7,21.7,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
Endesa,RUBI,66.0,Barcelona,2,1,4,100.0,21.5,34.1,2025-12-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-12-01,,
iDE,AQUA T3,20.0,VALENCIA,2,1,4,100.0,21.5,35.0,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
Endesa,ROMERALE,15.0,Huelva,2,1,1,100.0,21.4,27.9,2022-02-01,2027-01-01,2027-03-31,en 221d,0.56,2022-01-01|2022-02-01,,
iDE,F.MUESTR T1,20.0,VALENCIA,2,1,4,100.0,21.3,21.3,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,F.MUESTR T2,20.0,VALENCIA,2,1,4,100.0,21.3,21.3,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
Endesa,ARICO_2,20.0,Santa Cruz de Tenerife,2,1,4,100.0,21.1,25.0,2021-12-01,2026-10-01,2026-12-31,en 129d,0.56,2021-10-01|2021-12-01,,
iDE,AYALA T11,15.0,MADRID,2,1,4,100.0,21.0,21.0,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,AYALA T12,15.0,MADRID,2,1,4,100.0,21.0,21.0,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,AYALA T21,15.0,MADRID,2,1,4,100.0,21.0,21.0,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,AYALA T22,15.0,MADRID,2,1,4,100.0,21.0,21.0,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,PALAFOX T3,15.0,MADRID,2,1,4,100.0,20.6,35.0,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,BOADILLA T2,20.0,MADRID,2,1,4,100.0,20.5,20.5,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,LISBOA T1,45.0,MADRID,2,1,4,100.0,20.5,20.5,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,CESTUDIA T1,45.0,MADRID,2,1,4,100.0,20.4,20.4,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,VALDRREJ T1,45.0,MADRID,2,1,4,100.0,20.4,20.4,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,PERATA T1,45.0,MADRID,2,1,4,100.0,20.3,20.3,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,T.CANTOS T8,20.0,MADRID,2,1,4,100.0,20.3,21.2,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
REE,ALCUDIA BALEARES,66.0,,2,1,1,100.0,20.0,20.0,2025-03-03,2027-01-01,2027-03-31,en 221d,0.56,2025-01-02|2025-03-03,,
iDE,OLIVA T1,20.0,VALENCIA,2,1,4,100.0,19.7,19.7,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,LA NUCIA T1,20.0,ALICANTE,2,1,4,100.0,19.1,19.2,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,CATOLEDO T1,45.0,MADRID,2,1,4,100.0,19.0,19.9,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,ESCOLARE T2,45.0,MADRID,2,1,4,100.0,19.0,19.0,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,PIALCOR1 T2,45.0,MADRID,2,1,4,100.0,19.0,19.0,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,VALDERA1 T2,45.0,MADRID,2,1,4,100.0,19.0,19.0,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,ARROYO.V T1,20.0,MADRID,2,1,4,100.0,18.9,25.2,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,S.AGUSTIN A    66.000,66.0,MADRID,2,1,4,100.0,18.7,27.4,2025-12-01,2026-10-01,2026-12-31,en 129d,0.56,2025-11-01|2025-12-01,,
iDE,VERGEL T1,20.0,ALICANTE,2,1,4,100.0,18.7,18.7,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,FUENCA.M T5,20.0,MADRID,2,1,4,100.0,18.5,29.6,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
Endesa,MALLORCA,45.0,Zaragoza,2,1,4,100.0,17.9,25.0,2021-12-01,2026-10-01,2026-12-31,en 129d,0.56,2021-11-01|2021-12-01,,
Endesa,SECC. LA ZARAGOZANA,45.0,Zaragoza,2,1,4,100.0,17.9,24.9,2021-12-01,2026-10-01,2026-12-31,en 129d,0.56,2021-11-01|2021-12-01,,
iDE,VENTAS.M T3,15.0,MADRID,2,1,4,100.0,17.9,29.9,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
Endesa,CRUZJUAR,66.0,Córdoba,2,1,4,100.0,17.8,20.5,2021-12-01,2026-10-01,2026-12-31,en 129d,0.56,2021-10-01|2021-12-01,,
iDE,JAVEA T1,20.0,ALICANTE,2,1,4,100.0,17.8,17.8,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,VENTAS.M T1,20.0,MADRID,2,1,4,100.0,17.8,26.2,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,A.LEYV.M T3,15.0,MADRID,2,1,4,100.0,17.5,17.7,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-03|2025-11-01,,
iDE,MELANC.M T1,20.0,MADRID,2,1,4,100.0,17.5,26.7,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,VENTAS.M T4,15.0,MADRID,2,1,4,100.0,17.5,19.3,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,MELANC.M T3,15.0,MADRID,2,1,4,100.0,17.4,25.3,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,PILAR.M T2,20.0,MADRID,2,1,4,100.0,17.4,19.3,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,SANCHINA T2,20.0,MADRID,2,1,4,100.0,17.4,23.0,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,ELIANA T7,20.0,VALENCIA,2,1,4,100.0,17.3,17.3,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
Endesa,ANOIA,25.0,Barcelona,2,1,4,100.0,17.2,24.9,2025-12-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-12-01,,
iDE,ALCOBE.M T2,20.0,MADRID,2,1,4,100.0,17.2,27.8,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,PSDOMING T1,15.0,MADRID,2,1,4,100.0,17.2,28.5,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,PILAR.M T4,15.0,MADRID,2,1,4,100.0,17.1,20.2,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,ARROYO.V T4,20.0,MADRID,2,1,4,100.0,16.8,22.3,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,LOGRONO T52,13.0,LA RIOJA,2,1,3,100.0,16.8,16.8,2024-09-26,2026-07-01,2026-09-30,en 37d,0.56,2024-07-23|2024-09-26,,
iDE,LUCERO T1,15.0,MADRID,2,1,4,100.0,16.8,21.5,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,ARAVACA T2,20.0,MADRID,2,1,4,100.0,16.7,24.0,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,PQINGENI T1,15.0,MADRID,2,1,4,100.0,16.7,16.7,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
Endesa,TORRECIL,20.0,Córdoba,2,1,1,100.0,16.6,24.6,2022-03-01,2027-01-01,2027-03-31,en 221d,0.56,2022-01-01|2022-03-01,,
iDE,MELANC.M T2,15.0,MADRID,2,1,4,100.0,16.6,24.1,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
REE,LOS REALEJOS,66.0,,2,1,3,100.0,16.5,18.0,2024-09-02,2026-07-01,2026-09-30,en 37d,0.56,2024-08-01|2024-09-02,,
