distribuidora,subestacion,tension_kv,provincia,n_eventos,mes_top,mes_top_pct,trimestre_top,tri_top_pct,avg_delta_mw,max_delta_mw,patron_claro,fechas_eventos
Endesa,MONTMELO,132.0,Barcelona,2,4,50.0,2,50.0,31.4,35.5,True,2022-04-01|2025-10-01
iDE,PATRAIX T1,20.0,VALENCIA,2,10,50.0,4,100.0,31.2,34.8,True,2025-10-01|2025-11-01
Endesa,ALTAFULLA,110.0,Tarragona,2,10,50.0,4,50.0,31.0,56.7,True,2025-10-01|2026-01-01
REE,JUNDIZ,220.0,,2,7,50.0,3,50.0,31.0,38.0,True,2025-07-01|2025-12-01
Endesa,CEPANSA,20.0,Córdoba,2,3,50.0,1,50.0,30.8,33.2,True,2022-03-01|2022-04-01
Endesa,PRADELL,110.0,Tarragona,2,4,50.0,2,50.0,30.8,32.8,True,2022-04-01|2025-12-01
iDE,ARGANZUE T1,15.0,MADRID,2,10,50.0,4,100.0,30.8,35.0,True,2025-10-01|2025-11-01
Endesa,PALMACON,50.0,Huelva,2,9,50.0,3,50.0,30.6,49.0,True,2021-09-01|2022-04-01
Endesa,RAMOS,132.0,Málaga,2,10,50.0,4,50.0,30.6,34.0,True,2025-10-01|2026-03-01
UFD,VILLALONGA,66.0,PONTEVEDRA,2,2,50.0,1,100.0,30.5,39.0,True,2022-02-27|2025-01-27
iDE,LEGANES T4,15.0,MADRID,2,10,50.0,4,100.0,30.5,30.5,True,2025-10-01|2025-11-01
iDE,ARGANZUE T2,15.0,MADRID,2,10,50.0,4,100.0,30.4,34.8,True,2025-10-01|2025-11-01
UFD,SANTA TERESA,15.0,CIUDAD REAL,2,3,50.0,1,100.0,30.2,34.6,True,2022-03-27|2023-01-30
REE,AEROPUERTO BARCELONA,220.0,,2,12,50.0,4,50.0,30.0,40.0,True,2024-12-02|2025-02-03
REE,IRUN,220.0,,2,3,50.0,1,50.0,30.0,30.0,True,2024-03-01|2025-06-02
UFD,PINAR,45.0,MADRID,2,2,50.0,1,50.0,30.0,30.0,True,2022-02-27|2024-12-17
UFD,TIBO,66.0,PONTEVEDRA,2,1,50.0,1,50.0,30.0,50.0,True,2025-01-27|2025-10-01
UFD,VALDEBEBAS,45.0,MADRID,2,2,50.0,1,50.0,30.0,30.0,True,2022-02-27|2024-12-17
Endesa,ROTA,66.0,Cádiz,2,1,50.0,1,100.0,29.9,38.2,True,2022-01-01|2026-03-01
Endesa,SAGUNTO,10.0,Zaragoza,2,9,50.0,3,50.0,29.9,40.0,True,2021-09-01|2021-11-01
REE,TABIELLA,220.0,,2,2,50.0,1,50.0,29.5,48.0,True,2024-02-01|2024-08-01
iDE,MORALZAR    66.000,66.0,MADRID,2,7,50.0,3,100.0,29.5,40.5,True,2024-07-23|2024-09-26
iDE,ARDOZ.N T7,20.0,MADRID,2,10,50.0,4,100.0,29.3,29.3,True,2025-10-01|2025-11-01
iDE,ARGANZUE T3,15.0,MADRID,2,10,50.0,4,100.0,29.3,35.0,True,2025-10-01|2025-11-01
iDE,VENTAS.M T2,20.0,MADRID,2,10,50.0,4,100.0,29.3,34.8,True,2025-10-01|2025-11-01
Endesa,BENALMAD,66.0,Málaga,2,12,50.0,4,50.0,29.2,41.9,True,2021-12-01|2022-04-01
REE,AQUA,220.0,,2,7,50.0,3,50.0,29.0,40.0,True,2024-07-01|2025-05-05
iDE,AQUA T2,20.0,VALENCIA,2,10,50.0,4,100.0,29.0,35.0,True,2025-10-01|2025-11-01
iDE,PALAFOX T2,15.0,MADRID,2,10,50.0,4,100.0,28.9,35.0,True,2025-10-01|2025-11-01
iDE,GANDIA T1,20.0,VALENCIA,2,10,50.0,4,100.0,28.8,30.6,True,2025-10-01|2025-11-01
iDE,PALAFOX T1,15.0,MADRID,2,10,50.0,4,100.0,28.6,34.9,True,2025-10-01|2025-11-01
iDE,PALMERAL T1,20.0,ALICANTE,2,10,50.0,4,100.0,28.4,28.4,True,2025-10-01|2025-11-01
Endesa,GABIAS,66.0,Granada,2,2,50.0,1,50.0,28.2,51.0,True,2022-02-01|2025-10-01
iDE,PCENTRAL T2,20.0,VALENCIA,2,10,50.0,4,100.0,28.2,34.9,True,2025-10-01|2025-11-01
iDE,B.AIRE.M T2,45.0,MADRID,2,10,50.0,4,100.0,28.1,28.1,True,2025-10-01|2025-11-01
iDE,CARRASCA T2,45.0,MADRID,2,10,50.0,4,100.0,28.1,28.1,True,2025-10-01|2025-11-01
iDE,PRAPOZUE T1,45.0,MADRID,2,10,50.0,4,100.0,28.1,28.1,True,2025-10-01|2025-11-01
iDE,SMR HERRER B,45.0,MADRID,2,10,50.0,4,100.0,28.1,28.1,True,2025-10-01|2025-11-01
iDE,ZARZAQUE T2,45.0,MADRID,2,10,50.0,4,100.0,28.1,28.1,True,2025-10-01|2025-11-01
iDE,ZARZAQUE T4,45.0,MADRID,2,10,50.0,4,100.0,28.1,28.1,True,2025-10-01|2025-11-01
REE,SON REUS,220.0,,2,12,100.0,4,100.0,28.0,31.0,True,2024-12-02|2025-12-01
iDE,ARGUELLE T1,15.0,MADRID,2,10,50.0,4,100.0,28.0,28.0,True,2025-10-01|2025-11-01
iDE,ARGUELLE T3,15.0,MADRID,2,10,50.0,4,100.0,28.0,28.0,True,2025-10-01|2025-11-01
iDE,CABANAL T4,20.0,VALENCIA,2,10,50.0,4,100.0,28.0,28.0,True,2025-10-01|2025-11-01
iDE,CALPE T2,20.0,ALICANTE,2,10,50.0,4,100.0,28.0,28.0,True,2025-10-01|2025-11-01
iDE,OLITE T3,15.0,MADRID,2,10,50.0,4,100.0,28.0,28.0,True,2025-10-01|2025-11-01
iDE,PILEGANE T2,45.0,MADRID,2,10,50.0,4,100.0,28.0,28.0,True,2025-10-01|2025-11-01
iDE,PLAZAESP T1,15.0,MADRID,2,10,50.0,4,100.0,28.0,28.0,True,2025-10-01|2025-11-01
iDE,PLAZAESP T2,15.0,MADRID,2,10,50.0,4,100.0,28.0,28.0,True,2025-10-01|2025-11-01
iDE,S.FELIPE T3,15.0,MADRID,2,10,50.0,4,100.0,28.0,28.0,True,2025-10-01|2025-11-01
iDE,ARGUELLE T2,15.0,MADRID,2,10,50.0,4,100.0,27.9,27.9,True,2025-10-01|2025-11-01
iDE,BENIFERRI T3,20.0,VALENCIA,2,10,50.0,4,100.0,27.9,27.9,True,2025-10-01|2025-11-01
iDE,CALPE T1,20.0,ALICANTE,2,10,50.0,4,100.0,27.9,27.9,True,2025-10-01|2025-11-01
iDE,CESTUDIA T2,45.0,MADRID,2,10,50.0,4,100.0,27.9,27.9,True,2025-10-01|2025-11-01
iDE,CHAMARTI T1,15.0,MADRID,2,10,50.0,4,100.0,27.9,27.9,True,2025-10-01|2025-11-01
iDE,CHAMARTI T2,15.0,MADRID,2,10,50.0,4,100.0,27.9,27.9,True,2025-10-01|2025-11-01
iDE,DENIA T1,20.0,ALICANTE,2,10,50.0,4,100.0,27.9,27.9,True,2025-10-01|2025-11-01
iDE,OLITE T1,15.0,MADRID,2,10,50.0,4,100.0,27.9,27.9,True,2025-10-01|2025-11-01
iDE,OLITE T2,15.0,MADRID,2,10,50.0,4,100.0,27.9,27.9,True,2025-10-01|2025-11-01
iDE,PRAPOZUE T2,45.0,MADRID,2,10,50.0,4,100.0,27.9,27.9,True,2025-10-01|2025-11-01
iDE,S.FELIPE T2,15.0,MADRID,2,10,50.0,4,100.0,27.9,27.9,True,2025-10-01|2025-11-01
iDE,TORREFIE T2,20.0,VALENCIA,2,10,50.0,4,100.0,27.9,27.9,True,2025-10-01|2025-11-01
iDE,UNIVER.M T1,15.0,MADRID,2,10,50.0,4,100.0,27.9,27.9,True,2025-10-01|2025-11-01
iDE,UNIVER.M T2,15.0,MADRID,2,10,50.0,4,100.0,27.9,27.9,True,2025-10-01|2025-11-01
iDE,VALDRREJ T2,45.0,MADRID,2,10,50.0,4,100.0,27.9,27.9,True,2025-10-01|2025-11-01
Endesa,PERAFORT,25.0,Tarragona,2,5,50.0,2,50.0,27.8,41.9,True,2022-05-01|2025-10-01
iDE,JAVEA T2,20.0,ALICANTE,2,10,50.0,4,100.0,27.8,27.8,True,2025-10-01|2025-11-01
iDE,TORREFIE T1,20.0,VALENCIA,2,10,50.0,4,100.0,27.8,27.8,True,2025-10-01|2025-11-01
iDE,VERGEL T2,20.0,ALICANTE,2,10,50.0,4,100.0,27.8,27.8,True,2025-10-01|2025-11-01
iDE,CABANAL T2,20.0,VALENCIA,2,10,50.0,4,100.0,27.7,27.7,True,2025-10-01|2025-11-01
iDE,CABANAL T3,20.0,VALENCIA,2,10,50.0,4,100.0,27.6,27.6,True,2025-10-01|2025-11-01
iDE,CUART T4,20.0,VALENCIA,2,10,50.0,4,100.0,27.6,27.6,True,2025-10-01|2025-11-01
iDE,DENIA T2,20.0,ALICANTE,2,10,50.0,4,100.0,27.6,27.6,True,2025-10-01|2025-11-01
iDE,BOADILLA T1,20.0,MADRID,2,10,50.0,4,100.0,27.5,27.5,True,2025-10-01|2025-11-01
Endesa,LOS_OLIVOS,20.0,Santa Cruz de Tenerife,2,10,50.0,4,50.0,27.4,39.8,True,2025-10-01|2026-01-01
iDE,CUART T1,20.0,VALENCIA,2,10,50.0,4,100.0,27.4,27.4,True,2025-10-01|2025-11-01
iDE,ELIANA T8,20.0,VALENCIA,2,10,50.0,4,100.0,27.2,27.2,True,2025-10-01|2025-11-01
Endesa,S_BARRAM,66.0,Cádiz,2,4,50.0,2,50.0,27.1,35.9,True,2022-04-01|2026-03-01
iDE,S.FELIPE T1,15.0,MADRID,2,10,50.0,4,100.0,27.1,27.1,True,2025-10-01|2025-11-01
REE,TELLEDO,220.0,,2,7,50.0,3,100.0,27.0,39.0,True,2024-07-01|2024-08-01
UFD,ARGAMASILLA DE ALBA,45.0,CIUDAD REAL,2,2,100.0,1,100.0,27.0,34.0,True,2025-02-25|2026-02-01
iDE,CUART T2,20.0,VALENCIA,2,10,50.0,4,100.0,27.0,27.0,True,2025-10-01|2025-11-01
Endesa,MANRESA,25.0,Barcelona,2,10,50.0,4,100.0,26.9,43.8,True,2025-10-01|2025-12-01
iDE,CABANAL T1,20.0,VALENCIA,2,10,50.0,4,100.0,26.9,26.9,True,2025-10-01|2025-11-01
iDE,TORREFIE T3,20.0,VALENCIA,2,10,50.0,4,100.0,26.5,26.5,True,2025-10-01|2025-11-01
iDE,MORALEJA A1  45.000,45.0,MADRID,2,10,50.0,4,50.0,26.1,40.0,True,2025-10-03|2026-03-01
UFD,ARGAMASILLA DE CALATRAVA,15.0,CIUDAD REAL,2,3,50.0,1,100.0,26.0,36.3,True,2022-03-27|2023-01-30
iDE,PQINGENI T2,15.0,MADRID,2,10,50.0,4,100.0,26.0,26.0,True,2025-10-01|2025-11-01
iDE,SMR HERRER A,45.0,MADRID,2,10,50.0,4,100.0,25.7,25.7,True,2025-10-01|2025-11-01
UFD,VACIAMADRID,45.0,MADRID,2,2,50.0,1,50.0,25.5,26.0,True,2022-02-27|2023-07-10
iDE,PILEGANE T1,45.0,MADRID,2,10,50.0,4,100.0,25.4,25.4,True,2025-10-01|2025-11-01
iDE,PINTO B1     45.000,45.0,MADRID,2,10,50.0,4,50.0,25.1,40.0,True,2025-10-03|2026-05-01
REE,DAGANZO,220.0,,2,7,50.0,3,50.0,25.0,40.0,True,2024-07-01|2026-02-20
iDE,MEDINA  DEL CAMPO T1 45,45.0,VALLADOLID,2,10,50.0,4,100.0,25.0,25.0,True,2025-10-03|2025-12-01
iDE,PUZOL       66.000,66.0,VALENCIA,2,10,50.0,4,50.0,25.0,35.0,True,2025-10-03|2026-03-01
Endesa,S.CUGAT,25.0,Barcelona,2,4,50.0,2,50.0,24.8,39.5,True,2022-04-01|2026-03-01
REE,LOMO APOLINARIO,66.0,,2,4,50.0,2,100.0,24.5,34.0,True,2024-04-01|2024-06-03
REE,VAGUADAS,220.0,,2,12,50.0,4,50.0,24.5,30.0,True,2025-12-01|2026-05-01
UFD,ARAGON,15.0,MADRID,2,2,50.0,1,50.0,24.5,29.9,True,2022-02-27|2024-07-17
Endesa,FUENGIRO,66.0,Málaga,2,12,50.0,4,50.0,24.4,28.9,True,2021-12-01|2022-04-01
iDE,CARRASCA T1,45.0,MADRID,2,10,50.0,4,100.0,24.4,24.4,True,2025-10-01|2025-11-01
iDE,ZARZAQUE T1,45.0,MADRID,2,10,50.0,4,100.0,24.4,24.4,True,2025-10-01|2025-11-01
iDE,ZARZAQUE T3,45.0,MADRID,2,10,50.0,4,100.0,24.4,24.4,True,2025-10-01|2025-11-01
REE,PLAYA BLANCA,66.0,,2,11,50.0,4,50.0,24.0,31.0,True,2024-11-04|2025-03-03
REE,ZARATAN,220.0,,2,1,50.0,1,50.0,24.0,26.0,True,2025-01-02|2025-07-01
iDE,RETAMAR   45,45.0,MADRID,2,3,50.0,1,50.0,24.0,29.4,True,2024-03-22|2024-04-29
Endesa,SANTUARI,20.0,Córdoba,2,1,50.0,1,50.0,23.9,37.8,True,2022-01-01|2025-10-01
iDE,MIRAFL/A    66.000,66.0,MADRID,2,12,50.0,4,100.0,23.9,37.6,True,2024-12-02|2025-11-01
Endesa,CANTOSAL,15.0,Sevilla,2,3,50.0,1,50.0,23.6,27.3,True,2022-03-01|2025-10-01
iDE,CATOLEDO T2,45.0,MADRID,2,10,50.0,4,100.0,23.6,23.6,True,2025-10-01|2025-11-01
iDE,PIALCOR1 T1,45.0,MADRID,2,10,50.0,4,100.0,23.5,23.5,True,2025-10-01|2025-11-01
iDE,TERRAMIT T1,20.0,ALICANTE,2,10,50.0,4,100.0,23.5,23.5,True,2025-10-01|2025-11-01
iDE,VALDERA1 T1,45.0,MADRID,2,10,50.0,4,100.0,23.5,23.5,True,2025-10-01|2025-11-01
iDE,SERNA T1,45.0,MADRID,2,10,50.0,4,100.0,23.1,23.1,True,2025-10-01|2025-11-01
iDE,SERNA T2,45.0,MADRID,2,10,50.0,4,100.0,23.1,23.1,True,2025-10-01|2025-11-01
iDE,LA LLOMA T2,20.0,ALICANTE,2,10,50.0,4,100.0,23.0,23.0,True,2025-10-01|2025-11-01
Endesa,S.JOAN.DES,25.0,Barcelona,2,4,50.0,2,50.0,22.9,39.7,True,2022-04-01|2025-10-01
UFD,ALARCOS,132.0,CIUDAD REAL,2,1,50.0,1,100.0,22.5,25.0,True,2025-01-27|2026-02-01
UFD,ZAL,25.0,BARCELONA,2,2,50.0,1,50.0,22.5,25.0,True,2022-02-27|2025-10-01
Endesa,H_M_SERVET,45.0,Zaragoza,2,8,50.0,3,50.0,22.4,30.0,True,2021-08-01|2021-11-01
Endesa,VALME,15.0,Sevilla,2,11,50.0,4,50.0,22.4,39.9,True,2021-11-01|2022-06-01
Endesa,IZNALLOZ,66.0,Granada,2,11,50.0,4,100.0,22.2,23.0,True,2021-11-01|2025-10-01
REE,SUBIRATS,220.0,,2,2,50.0,1,50.0,22.0,29.0,True,2024-02-01|2024-08-01
iDE,OLIVA T2,20.0,VALENCIA,2,10,50.0,4,100.0,21.7,21.7,True,2025-10-01|2025-11-01
Endesa,RUBI,66.0,Barcelona,2,10,50.0,4,100.0,21.5,34.1,True,2025-10-01|2025-12-01
REE,LA JARA,220.0,,2,12,50.0,4,50.0,21.5,30.0,True,2025-12-01|2026-02-20
REE,SAN AGUSTIN GC,66.0,,2,3,50.0,1,50.0,21.5,24.0,True,2024-03-01|2024-07-01
UFD,BALAIDOS,15.0,PONTEVEDRA,2,9,50.0,3,50.0,21.5,25.0,True,2022-09-28|2025-01-27
iDE,AQUA T3,20.0,VALENCIA,2,10,50.0,4,100.0,21.5,35.0,True,2025-10-01|2025-11-01
Endesa,ROMERALE,15.0,Huelva,2,1,50.0,1,100.0,21.4,27.9,True,2022-01-01|2022-02-01
iDE,F.MUESTR T1,20.0,VALENCIA,2,10,50.0,4,100.0,21.3,21.3,True,2025-10-01|2025-11-01
iDE,F.MUESTR T2,20.0,VALENCIA,2,10,50.0,4,100.0,21.3,21.3,True,2025-10-01|2025-11-01
Endesa,ARICO_2,20.0,Santa Cruz de Tenerife,2,10,50.0,4,100.0,21.1,25.0,True,2021-10-01|2021-12-01
Endesa,MIRAFLOR,66.0,Málaga,2,11,50.0,4,50.0,21.1,35.7,True,2021-11-01|2022-04-01
Endesa,OLIVERA,45.0,Zaragoza,2,11,50.0,4,100.0,21.1,34.7,True,2021-11-01|2025-10-01
Endesa,OROMANA,132.0,Sevilla,2,8,50.0,3,50.0,21.0,21.0,True,2021-08-01|2021-12-01
iDE,AYALA T11,15.0,MADRID,2,10,50.0,4,100.0,21.0,21.0,True,2025-10-01|2025-11-01
iDE,AYALA T12,15.0,MADRID,2,10,50.0,4,100.0,21.0,21.0,True,2025-10-01|2025-11-01
iDE,AYALA T21,15.0,MADRID,2,10,50.0,4,100.0,21.0,21.0,True,2025-10-01|2025-11-01
iDE,AYALA T22,15.0,MADRID,2,10,50.0,4,100.0,21.0,21.0,True,2025-10-01|2025-11-01
Endesa,CANTOSAL,66.0,Sevilla,2,3,50.0,1,50.0,20.8,29.0,True,2022-03-01|2025-10-01
Endesa,PILAS,66.0,Sevilla,2,9,50.0,3,50.0,20.8,34.8,True,2021-09-01|2025-10-01
iDE,LA PLANA    132.00,132.0,CASTELLÓN,2,1,100.0,1,100.0,20.8,36.2,True,2025-01-30|2026-01-01
Endesa,LANCHA,20.0,Córdoba,2,4,50.0,2,100.0,20.6,35.0,True,2022-04-01|2026-05-01
iDE,PALAFOX T3,15.0,MADRID,2,10,50.0,4,100.0,20.6,35.0,True,2025-10-01|2025-11-01
REE,ROMICA,400.0,,2,8,50.0,3,50.0,20.5,29.0,True,2024-08-01|2025-05-05
iDE,BOADILLA T2,20.0,MADRID,2,10,50.0,4,100.0,20.5,20.5,True,2025-10-01|2025-11-01
iDE,LISBOA T1,45.0,MADRID,2,10,50.0,4,100.0,20.5,20.5,True,2025-10-01|2025-11-01
Endesa,LLINARS,132.0,Barcelona,2,4,50.0,2,50.0,20.4,25.8,True,2022-04-01|2025-12-01
iDE,CESTUDIA T1,45.0,MADRID,2,10,50.0,4,100.0,20.4,20.4,True,2025-10-01|2025-11-01
iDE,VALDRREJ T1,45.0,MADRID,2,10,50.0,4,100.0,20.4,20.4,True,2025-10-01|2025-11-01
iDE,PERATA T1,45.0,MADRID,2,10,50.0,4,100.0,20.3,20.3,True,2025-10-01|2025-11-01
iDE,T.CANTOS T8,20.0,MADRID,2,10,50.0,4,100.0,20.3,21.2,True,2025-10-01|2025-11-01
Endesa,PRAT,110.0,Barcelona,2,4,50.0,2,50.0,20.2,27.6,True,2022-04-01|2025-12-01
Endesa,POBLA,15.0,Baleares,2,6,50.0,2,50.0,20.1,29.6,True,2022-06-01|2025-10-01
iDE,LUCERO      45.000,45.0,MADRID,2,5,50.0,2,50.0,20.1,29.7,True,2024-05-29|2025-02-26
REE,ALCUDIA BALEARES,66.0,,2,1,50.0,1,100.0,20.0,20.0,True,2025-01-02|2025-03-03
UFD,COSTANILLA,45.0,CIUDAD REAL,2,2,50.0,1,50.0,20.0,20.0,True,2022-02-27|2024-08-19
iDE,HUELVES    A2 66.000,66.0,CUENCA,2,10,50.0,4,50.0,20.0,20.0,True,2025-10-03|2026-03-01
iDE,OLIVA T1,20.0,VALENCIA,2,10,50.0,4,100.0,19.7,19.7,True,2025-10-01|2025-11-01
REE,MONZON,220.0,,2,9,50.0,3,50.0,19.5,24.0,True,2024-09-02|2025-12-01
iDE,RAMBLETA 132.00,132.0,CASTELLÓN,2,11,50.0,4,50.0,19.4,19.8,True,2023-11-30|2024-01-31
UFD,BARRIO DEL JARAMA,15.0,MADRID,2,2,50.0,1,50.0,19.3,23.2,True,2022-02-27|2024-05-21
UFD,VILAGARCIA DE AROUSA,20.0,PONTEVEDRA,2,1,50.0,1,50.0,19.3,24.6,True,2025-01-27|2026-05-01
Endesa,VENDRELL,110.0,Tarragona,2,6,50.0,2,50.0,19.2,27.5,True,2022-06-01|2025-10-01
iDE,LA NUCIA T1,20.0,ALICANTE,2,10,50.0,4,100.0,19.1,19.2,True,2025-10-01|2025-11-01
REE,EBORA,220.0,,2,4,50.0,2,50.0,19.0,20.0,True,2025-04-01|2025-09-01
iDE,CATOLEDO T1,45.0,MADRID,2,10,50.0,4,100.0,19.0,19.9,True,2025-10-01|2025-11-01
iDE,ESCOLARE T2,45.0,MADRID,2,10,50.0,4,100.0,19.0,19.0,True,2025-10-01|2025-11-01
iDE,PIALCOR1 T2,45.0,MADRID,2,10,50.0,4,100.0,19.0,19.0,True,2025-10-01|2025-11-01
iDE,ST ORMAIZTEG30.000,30.0,GUIPÚZCOA,2,12,50.0,4,100.0,19.0,30.0,True,2023-12-21|2025-10-03
iDE,VALDERA1 T2,45.0,MADRID,2,10,50.0,4,100.0,19.0,19.0,True,2025-10-01|2025-11-01
Endesa,ARCOS,15.0,Cádiz,2,11,50.0,4,50.0,18.9,20.0,True,2021-11-01|2022-02-01
iDE,ARROYO.V T1,20.0,MADRID,2,10,50.0,4,100.0,18.9,25.2,True,2025-10-01|2025-11-01
iDE,S.AGUSTIN A    66.000,66.0,MADRID,2,11,50.0,4,100.0,18.7,27.4,True,2025-11-01|2025-12-01
iDE,VERGEL T1,20.0,ALICANTE,2,10,50.0,4,100.0,18.7,18.7,True,2025-10-01|2025-11-01
Endesa,TANGER,11.0,Barcelona,2,11,50.0,4,50.0,18.6,30.0,True,2021-11-01|2022-04-01
REE,GETAFE,220.0,,2,12,50.0,4,50.0,18.5,20.0,True,2024-12-02|2025-03-03
iDE,FUENCA.M T5,20.0,MADRID,2,10,50.0,4,100.0,18.5,29.6,True,2025-10-01|2025-11-01
iDE,MORALEJA B1  45.000,45.0,MADRID,2,11,50.0,4,50.0,18.5,28.3,True,2025-11-01|2026-03-01
Endesa,ARVINA,15.0,Cádiz,2,3,100.0,1,100.0,18.2,31.3,True,2022-03-01|2026-03-01
Endesa,CODONYERS,25.0,Barcelona,2,4,50.0,2,50.0,18.2,20.0,True,2022-04-01|2026-03-01
Endesa,MONTES,20.0,Málaga,2,11,50.0,4,50.0,18.1,30.3,True,2021-11-01|2022-04-01
Endesa,HUMOSOS,66.0,Sevilla,2,11,50.0,4,50.0,18.0,18.1,True,2021-11-01|2022-02-01
Endesa,MALLORCA,45.0,Zaragoza,2,11,50.0,4,100.0,17.9,25.0,True,2021-11-01|2021-12-01
Endesa,SECC. LA ZARAGOZANA,45.0,Zaragoza,2,11,50.0,4,100.0,17.9,24.9,True,2021-11-01|2021-12-01
iDE,VENTAS.M T3,15.0,MADRID,2,10,50.0,4,100.0,17.9,29.9,True,2025-10-01|2025-11-01
Endesa,CRUZJUAR,66.0,Córdoba,2,10,50.0,4,100.0,17.8,20.5,True,2021-10-01|2021-12-01
iDE,JAVEA T1,20.0,ALICANTE,2,10,50.0,4,100.0,17.8,17.8,True,2025-10-01|2025-11-01
iDE,VENTAS.M T1,20.0,MADRID,2,10,50.0,4,100.0,17.8,26.2,True,2025-10-01|2025-11-01
Endesa,CASILLAS,20.0,Córdoba,2,10,100.0,4,100.0,17.7,24.6,True,2021-10-01|2025-10-01
Endesa,SALINAS,20.0,"Palmas, Las",2,10,50.0,4,50.0,17.6,23.4,True,2025-10-01|2026-03-01
iDE,A.LEYV.M T3,15.0,MADRID,2,10,50.0,4,100.0,17.5,17.7,True,2025-10-03|2025-11-01
iDE,MELANC.M T1,20.0,MADRID,2,10,50.0,4,100.0,17.5,26.7,True,2025-10-01|2025-11-01
iDE,VENTAS.M T4,15.0,MADRID,2,10,50.0,4,100.0,17.5,19.3,True,2025-10-01|2025-11-01
Endesa,CANRUTI,110.0,Barcelona,2,4,50.0,2,100.0,17.4,18.8,True,2022-04-01|2026-05-01
iDE,MELANC.M T3,15.0,MADRID,2,10,50.0,4,100.0,17.4,25.3,True,2025-10-01|2025-11-01
iDE,PILAR.M T2,20.0,MADRID,2,10,50.0,4,100.0,17.4,19.3,True,2025-10-01|2025-11-01
iDE,SANCHINA T2,20.0,MADRID,2,10,50.0,4,100.0,17.4,23.0,True,2025-10-01|2025-11-01
iDE,ELIANA T7,20.0,VALENCIA,2,10,50.0,4,100.0,17.3,17.3,True,2025-10-01|2025-11-01
Endesa,ANOIA,25.0,Barcelona,2,10,50.0,4,100.0,17.2,24.9,True,2025-10-01|2025-12-01
iDE,ALCOBE.M T2,20.0,MADRID,2,10,50.0,4,100.0,17.2,27.8,True,2025-10-01|2025-11-01
iDE,ELS_PLANS   66.000,66.0,CASTELLÓN,2,10,50.0,4,50.0,17.2,20.5,True,2025-10-03|2026-03-01
iDE,PSDOMING T1,15.0,MADRID,2,10,50.0,4,100.0,17.2,28.5,True,2025-10-01|2025-11-01
UFD,VILLAVERDE,15.0,MADRID,2,3,50.0,1,50.0,17.1,18.0,True,2022-03-27|2026-05-01
iDE,PILAR.M T4,15.0,MADRID,2,10,50.0,4,100.0,17.1,20.2,True,2025-10-01|2025-11-01
REE,JINAMAR,66.0,,2,12,50.0,4,50.0,17.0,19.0,True,2024-12-02|2025-05-05
UFD,AEROPUERTO CIUDAD REAL,45.0,CIUDAD REAL,2,2,100.0,1,100.0,17.0,22.0,True,2022-02-27|2025-02-25
iDE,LA SERNA    66.000,66.0,NAVARRA,2,10,100.0,4,100.0,17.0,24.2,True,2024-10-29|2025-10-03
Endesa,CERDANYOLA,110.0,Barcelona,2,4,50.0,2,50.0,16.8,19.2,True,2022-04-01|2025-10-01
UFD,COSLADA,15.0,MADRID,2,2,50.0,1,50.0,16.8,23.0,True,2022-02-27|2024-05-21
iDE,ARROYO.V T4,20.0,MADRID,2,10,50.0,4,100.0,16.8,22.3,True,2025-10-01|2025-11-01
iDE,LOGRONO T52,13.0,LA RIOJA,2,7,50.0,3,100.0,16.8,16.8,True,2024-07-23|2024-09-26
iDE,LUCERO T1,15.0,MADRID,2,10,50.0,4,100.0,16.8,21.5,True,2025-10-01|2025-11-01
iDE,ARAVACA T2,20.0,MADRID,2,10,50.0,4,100.0,16.7,24.0,True,2025-10-01|2025-11-01
iDE,PQINGENI T1,15.0,MADRID,2,10,50.0,4,100.0,16.7,16.7,True,2025-10-01|2025-11-01
Endesa,CENTRO,20.0,Málaga,2,11,50.0,4,50.0,16.6,26.1,True,2021-11-01|2022-04-01
Endesa,LLUCMAJOR,15.0,Baleares,2,12,50.0,4,50.0,16.6,20.7,True,2021-12-01|2022-05-01
Endesa,TORRECIL,20.0,Córdoba,2,1,50.0,1,100.0,16.6,24.6,True,2022-01-01|2022-03-01
iDE,MELANC.M T2,15.0,MADRID,2,10,50.0,4,100.0,16.6,24.1,True,2025-10-01|2025-11-01
Endesa,CANRUTI,25.0,Barcelona,2,4,50.0,2,100.0,16.5,18.5,True,2022-04-01|2026-05-01
Endesa,MONTEALT,66.0,Cádiz,2,2,50.0,1,50.0,16.5,25.5,True,2022-02-01|2022-04-01
REE,LOS REALEJOS,66.0,,2,8,50.0,3,100.0,16.5,18.0,True,2024-08-01|2024-09-02
REE,PORTO COLOM,66.0,,2,9,50.0,3,50.0,16.5,23.0,True,2024-09-02|2024-11-04
iDE,FUENCA.M T2,20.0,MADRID,2,10,50.0,4,100.0,16.5,16.5,True,2025-10-01|2025-11-01
iDE,LEGANES T5,15.0,MADRID,2,10,50.0,4,100.0,16.5,16.5,True,2025-10-01|2025-11-01
iDE,MIRAFL/B    66.000,66.0,MADRID,2,10,50.0,4,100.0,16.5,19.0,True,2025-10-01|2025-11-01
UFD,CERRO DE LA PLATA NUEVA,45.0,MADRID,2,2,50.0,1,100.0,16.4,16.8,True,2022-02-27|2025-01-27
iDE,C.VIEJO B  66.000,66.0,MADRID,2,10,50.0,4,100.0,16.4,19.0,True,2025-10-01|2025-11-01
